GEO_CODE (POR),GEO_LEVEL,GEO_NAME,Population Count,Median Age,Population Density (pop/km2),Mean Weeks Worked,After Tax Measure Low Income Prevalence (%),After Tax Cut-Off Low Income Prevalence (%),Total Youth (0-25),Total Adult (26+),Total Adult Males,Total Adult Females
4602024,3,"Emerson-Franklin, MU",2540,41.3,2.6,43.2,22.8,22.8,840,1700,850,845
4602026,3,"Roseau Rapids 2A, IRI",115,19.8,12.6,35.6,x,x,70,45,15,25
4602027,3,"Roseau River 2, IRI",560,23.6,25.4,23.4,0,0,295,260,145,115
4602032,3,"De Salaberry, RM",3580,36.1,5.3,43.9,11.6,11.6,1275,2305,1185,1120
4602037,3,"St-Pierre-Jolys, VL",1170,35.5,440.5,44.7,14.5,14.5,405,760,360,405
4602041,3,"Hanover, RM",15735,27.6,21.2,43.8,14.8,14.8,7340,8400,4225,4180
4602044,3,"Steinbach, CY",15830,34.6,618.6,43.2,17.1,17.1,5675,10155,4745,5415
4602046,3,"Niverville, T",4610,31.6,530.6,45.1,7.9,7.9,1805,2790,1360,1420
4602053,3,"La Broquerie, RM",6080,28.1,10.5,42.8,16.5,16.5,2795,3280,1660,1615
4602057,3,"Ste. Anne, RM",5000,39.7,10.5,43.4,14.6,14.6,1665,3330,1725,1610
4602061,3,"Ste. Anne, T",2115,35.1,499.4,43.2,12.2,12.2,735,1385,655,735
4602069,3,"Taché, RM",11570,34.8,19.9,44,9.9,9.9,4510,7055,3585,3475
4602075,3,"Ritchot, RM",6680,36.5,20,44.1,6.8,6.8,2235,4450,2285,2145
4603030,3,"Montcalm, RM",1260,42.1,2.7,43.7,11.2,11.2,385,890,455,435
4603040,3,"Altona, T",4215,40.8,449.1,43.2,17.4,17.4,1345,2870,1345,1520
4603041,3,"Rhineland, MU",5945,26.3,6.2,43.3,21.3,21.3,2880,3055,1570,1500
4603047,3,"Stanley, RM",9035,23.1,10.8,42.8,18.3,18.3,4750,4280,2170,2120
4603050,3,"Winkler, CY",12590,32.3,740.5,43.1,18.5,18.5,4850,7735,3695,4050
4603053,3,"Morden, CY",8665,38,529.4,43.1,16.5,16.5,2790,5875,2780,3090
4603058,3,"Thompson, RM",1420,35.4,2.7,43.9,19.8,19.8,515,900,460,445
4603062,3,"Roland, RM",1130,31.5,2.3,43.8,17.3,17.3,465,650,335,325
4603065,3,"Morris, RM",3045,33.2,2.9,43,12.6,12.6,1195,1855,930,925
4603067,3,"Morris, T",1885,38.5,309.1,42.4,15,15,610,1285,610,650
4603072,3,"Dufferin, RM",2435,34.2,2.7,43.5,17.8,17.8,965,1465,755,715
4603074,3,"Carman, T",3165,48.5,728.3,43.2,13.8,13.8,855,2300,1050,1260
4604034,3,"Pembina, MU",2345,42.2,2.1,43.2,16.5,16.5,740,1605,785,835
4604040,3,"Louise, MU",1915,47.1,2,42.1,16.5,16.5,540,1390,685,710
4604052,3,"Cartwright-Roblin, MU",1310,36.8,1.8,42.9,20.5,20.5,480,840,430,425
4604057,3,"Argyle, RM",1025,48.9,1.3,43.5,19.2,19.2,280,740,370,380
4604064,3,"Lorne, MU",3045,42.4,3.3,42.9,13.8,13.8,1005,2035,990,1035
4604068,3,"Swan Lake 7, IRI",345,27.6,12.5,39.7,0,0,155,185,95,100
4605025,3,"Killarney - Turtle Mountain, RM",3430,45.8,3.7,42.2,14.5,14.5,965,2465,1170,1280
4605032,3,"Boissevain-Morton, MU",2355,44.6,2.2,43.2,14.7,14.7,680,1680,820,845
4605038,3,"Deloraine-Winchester, MU",1490,50.9,2,41.9,15.9,15.9,385,1110,540,570
4605044,3,"Brenda-Waskada, MU",675,44.9,0.9,45.1,15.6,15.6,195,475,250,225
4605052,3,"Melita, T",1040,43.3,342.7,41.7,13.1,13.1,305,735,350,395
4605056,3,"Two Borders, MU",1175,45.4,0.5,44.1,14,14,330,835,445,395
4605062,3,"Grassland, MU",1560,39.6,1.2,43.1,14.4,14.4,505,1055,525,545
4605071,3,"Prairie Lakes, RM",1455,52.5,1.4,43.4,16.9,16.9,335,1115,550,565
4606016,3,"Sifton, RM",1255,43.2,1.6,43,12.7,12.7,370,895,440,430
4606023,3,"Pipestone, RM",1460,45.6,1.3,44.1,16.8,16.8,405,1035,525,530
4606029,3,"Canupawakpa Dakota First Nation (Oak Lake 59), IRI",305,29.1,29,37.9,0,0,130,170,75,75
4606031,3,"Wallace-Woodworth, RM",2950,38.6,1.5,44.2,14.2,14.2,995,1965,970,980
4606034,3,"Virden, T",3320,41,370.2,42.5,11,11,995,2335,1080,1240
4606040,3,"Sioux Valley Dakota Nation, IRI",1030,26.7,27,41.8,0,0,485,560,265,290
4607039,3,"Glenboro-South Cypress, MU",1565,39.8,1.4,44.2,11.6,11.6,535,1040,490,550
4607046,3,"Oakland-Wawanesa, MU",1690,39.9,2.9,44.2,10.1,10.1,525,1155,575,590
4607052,3,"Souris-Glenwood, MU",2560,41.9,4.4,42.9,15.2,15.2,755,1815,850,945
4607057,3,"Whitehead, RM",1665,40,2.9,42.8,8.7,8.7,525,1145,575,560
4607060,3,"Cornwallis, RM",4520,32.6,9,44.8,5,5,1620,2895,1520,1370
4607062,3,"Brandon, CY",48860,36.3,631.2,43,15.8,15.8,15855,33005,15595,17405
4607066,3,"North Cypress-Langford, MU",2745,40.8,1.6,43.1,11.1,11.1,940,1815,920,880
4607068,3,"Carberry, T",1735,42.1,350.7,42.2,9.7,9.7,480,1255,600,675
4607071,3,"Elton, RM",1270,39.5,2.2,44.2,8.9,8.9,405,850,445,435
4607076,3,"Riverdale, MU",2130,39.6,3.7,42.6,17.2,17.2,675,1455,740,740
4608032,3,"Norfolk-Treherne, MU",1750,43.9,2.4,43.2,15,15,520,1210,600,610
4608042,3,"Victoria, RM",1515,50.1,2.2,41.8,15.5,15.5,425,1100,540,560
4608046,3,"North Norfolk, MU",3850,37.2,3.3,42.2,15.2,15.2,1410,2450,1240,1215
4608055,3,"Glenella-Lansdowne, MU",1180,43.3,0.9,42.3,26.5,26.5,375,805,415,395
4608060,3,"WestLake-Gladstone, MU",3155,43,1.7,42,24.1,24.1,1045,2110,1050,1065
4608069,3,"Sandy Bay 5, IRI",2515,20.9,40.3,39.8,0,0,1430,1085,540,550
4609018,3,"Grey, RM",2650,41,2.8,43.9,16.1,16.1,885,1755,880,885
4609024,3,"Portage la Prairie, RM",6975,38.4,3.6,43.7,11.4,11.4,2400,4575,2260,2305
4609025,3,"Long Plain (Part) 6, IRI",1230,21.3,35.4,38.1,0,0,685,535,260,280
4609026,3,"Dakota Plains 6A, IRI",75,34,13.9,36.7,x,x,30,50,25,20
4609027,3,"Dakota Tipi 1, IRI",155,29.2,412.9,35.1,x,x,70,85,45,30
4609029,3,"Portage la Prairie, CY",13300,40.3,539.1,42.2,19.9,19.9,4240,9065,4185,4860
4610035,3,"Macdonald, RM",7160,38.8,6.2,44.3,4.8,4.8,2515,4645,2355,2305
4610043,3,"Cartier, RM",3370,33.8,6.1,46.2,9.3,9.3,1300,2070,1015,1045
4610052,3,"St. François Xavier, RM",1410,40.6,6.9,44.1,8.1,8.1,460,960,485,470
4611040,3,"Winnipeg, CY",705240,38.8,1518.8,43.1,15.9,15.9,212505,492735,235290,257445
4611042,3,"Headingley, RM",3580,40.1,33.4,44.2,4.8,4.8,1100,2485,1380,1105
4612047,3,"Springfield, RM",15340,42.1,13.9,44.3,6.2,6.2,4790,10560,5325,5230
4612054,3,"Brokenhead, RM",5125,41,6.8,43.7,10.9,10.9,1555,3570,1840,1720
4612056,3,"Beausejour, T",3220,46.6,593.8,43.1,15.4,15.4,845,2385,1105,1280
4613032,3,"East St. Paul, RM",9375,46.2,223.2,42.8,3.7,3.7,2850,6525,3235,3285
4613037,3,"West St. Paul, RM",5365,44.1,61.1,44.9,4,4,1575,3790,1870,1915
4613043,3,"St. Andrews, RM",11915,45.5,15.8,43.4,6.8,6.8,3385,8535,4360,4165
4613047,3,"Selkirk, CY",10275,44.7,413.4,42.7,18.1,18.1,2905,7375,3315,4050
4613049,3,"Dunnottar, VL",765,58,274.1,38.5,13.8,13.8,105,660,330,320
4613056,3,"St. Clements, RM",10875,46.5,14.9,43.8,8.8,8.8,3020,7865,4045,3820
4613062,3,"Brokenhead 4, IRI",515,29.8,9.4,41.7,0,0,230,290,140,140
4614015,3,"Rosser, RM",1375,41.8,3.1,42.1,7.9,7.9,425,945,490,460
4614031,3,"Woodlands, RM",3420,39.1,2.9,43.9,9.7,9.7,1115,2295,1175,1125
4614036,3,"Rockwood, RM",7820,41.1,6.5,45,8.2,8.2,2335,5480,2955,2535
4614039,3,"Stonewall, T",4805,41.9,802.8,44.5,5.8,5.8,1475,3315,1615,1710
4614042,3,"Teulon, T",1200,48.4,372.3,43.8,16.4,16.4,315,885,390,510
4615020,3,"Neepawa, T",4610,38.6,265.6,43.2,10.6,10.6,1275,3340,1680,1655
4615032,3,"Oakview, RM",1625,42.3,1.4,43.1,16.9,16.9,500,1125,575,540
4615037,3,"Hamiota, MU",1225,48.2,2.1,44.1,14.8,14.8,325,910,430,475
4615042,3,"Birdtail Creek 57, IRI",415,19.6,14.4,37.3,0,0,240,185,90,95
4615047,3,"Ellice-Archie, RM",885,44.4,0.8,42.4,15.9,15.9,290,610,320,265
4615049,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA,NA,NA
4615056,3,"Prairie View, MU",2090,45.8,1.2,43.7,14.5,14.5,590,1495,765,750
4615063,3,"Yellowhead, RM",1945,54.2,1.8,43.1,18.4,18.4,435,1520,715,800
4615067,3,"Keeseekoowenin 61, IRI",385,32.8,17.5,37.5,0,0,160,225,110,110
4615070,3,"Harrison Park, MU",1625,57.8,1.7,40.6,16.5,16.5,235,1370,720,670
4615071,3,"Rolling River 67, IRI",345,32.1,6.7,39.6,0,0,150,210,85,90
4615072,3,"Rolling River 67B, IRI",50,22.5,14.4,35,x,x,25,15,15,15
4615074,3,"Minto-Odanah, MU",1190,42.2,1.6,45.1,11.9,11.9,385,800,425,400
4615075,3,"Minnedosa, T",2450,47.2,159.1,40.1,15.4,15.4,635,1805,860,965
4615078,3,"Rosedale, RM",1670,39,1.9,41.6,24.7,24.7,595,1080,570,515
4615092,3,"Clanwilliam-Erickson, MU",870,54.4,2.5,42.3,18.5,18.5,175,690,340,360
4616005,3,"Rossburn, MU",980,52.6,1.4,44.2,29.6,29.6,245,730,365,365
4616017,3,"Waywayseecappo First Nation, IRI",1365,22,13.7,37.5,0,0,760,610,295,315
4616020,3,"Riding Mountain West, RM",1420,48.8,0.9,45.1,16.2,16.2,340,1075,565,510
4616025,3,"Gambler 63 (Part), IRI",80,29.8,40.6,37.3,x,x,35,50,15,20
4616030,3,"Russell-Binscarth, MU",2440,46.1,4.3,42,14.2,14.2,650,1785,865,910
4616046,3,"Valley River 63A, IRI",355,23.9,7.5,40,0,0,190,160,75,95
4616048,3,"Hillsburg-Roblin-Shell River, MU",3215,49.5,1.9,42.6,21.2,21.2,855,2360,1145,1235
4617026,3,"Alonsa, RM",1245,45.5,0.4,41.1,39,39,415,840,400,420
4617029,3,"Ebb and Flow 52, IRI",1340,21.8,29,42.8,0,0,750,590,250,325
4617035,3,"McCreary, MU",890,52.6,1.7,42.5,24.7,24.7,205,685,320,340
4617041,3,"Ste. Rose, MU",1715,52.2,2.7,42.1,20.4,20.4,420,1300,610,680
4617048,3,"Dauphin, RM",2390,47.6,1.6,44.5,14,14,645,1750,935,815
4617050,3,"Dauphin, CY",8460,44.5,670.7,42.7,21,21,2425,6035,2625,3415
4617054,3,"Gilbert Plains, MU",1470,48.4,1.4,43.1,22.9,22.9,395,1095,535,540
4617058,3,"Grandview, MU",1480,53.5,1.3,43.8,20.4,20.4,360,1125,540,585
4617064,3,"Ethelbert, MU",605,54,0.5,41.7,29.5,29.5,140,470,255,215
4617072,3,"Mossey River, RM",1145,51.2,1,39.6,25,25,285,860,435,420
4617075,3,"Lakeshore, RM",1365,52.7,1.1,42,21.7,21.7,315,1050,535,505
4617092,3,"Division No. 17, Unorganized, NO",100,59.8,0,44.7,x,x,15,85,35,40
4618031,3,"Gimli, RM",6180,57.4,19.4,40.9,13.3,13.3,1155,5030,2415,2595
4618034,3,"Winnipeg Beach, T",1145,60,296,42,17.5,17.5,160,980,460,535
4618037,3,"Armstrong, RM",1790,47.1,1,43.1,22.6,22.6,495,1285,675,620
4618040,3,"St. Laurent, RM",1340,49.7,2.9,38.1,23.3,23.3,355,980,480,500
4618044,3,"Coldwell, RM",1255,46.8,1.4,39.5,20.4,20.4,370,890,440,455
4618055,3,"Dog Creek 46, IRI",875,23.1,16.2,42.3,0,0,465,405,185,215
4618056,3,"West Interlake, MU",2165,48.2,1.3,42.2,25.9,25.9,585,1585,770,815
4618060,3,"Grahamdale, RM",1360,51.6,0.6,43.7,22.7,22.7,340,1010,525,490
4618063,3,"Little Saskatchewan 48, IRI",290,25.2,21.3,43.8,0,0,145,140,70,75
4618067,3,"Fairford (Part) 50, IRI",1170,23.2,15.1,39.2,0,0,630,545,255,270
4618068,3,"Fisher, RM",1705,44.5,1.2,42,24.7,24.7,545,1155,580,585
4618074,3,"Arborg, T",1235,41,556.3,44.9,20.4,20.4,365,870,400,465
4618076,3,"Bifrost-Riverton, MU",3380,38.6,2.1,40,25,25,1240,2130,1095,1045
4618091,3,"Division No. 18, Unorganized, East Part, NO",155,60.8,0.3,38.6,x,x,15,135,80,70
4618093,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4619045,3,"Division No. 19, Unorganized, NO",2800,41.3,0,35.8,39.8,39.8,1005,1800,895,910
4619050,3,"Fort Alexander 3, IRI",1930,25.3,21.2,41.7,0,0,965,965,500,475
4619051,3,"Little Grand Rapids 14, IRI",810,24.2,36.1,32.2,0,0,420,395,195,200
4619052,3,"Bloodvein 12, IRI",685,23.4,44.3,32.9,0,0,355,315,180,160
4619053,3,"Hole or Hollow Water 10, IRI",585,23.6,35.5,40.5,0,0,305,275,135,145
4619054,3,"Black River 9, IRI",695,20,75.6,28.5,0,0,400,290,140,135
4619056,3,"Fisher River 44, IRI",1475,28.7,26.3,33.7,0,0,665,805,405,405
4619058,3,"Fisher River 44A, IRI",55,21.2,7.5,21.2,x,x,40,20,5,15
4619059,3,"Peguis 1B, IRI",2705,29,8.7,37.7,0,0,1205,1490,760,750
4619060,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4619061,3,"Jackhead 43, IRI",205,27.1,16.7,30.4,x,x,90,125,65,55
4619062,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4619065,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
4619068,3,"Crane River 51, IRI",445,22.6,12.3,36.8,0,0,235,205,100,95
4619069,3,"Waterhen 45, IRI",370,30.6,18.7,43.6,0,0,165,210,105,110
4619070,3,"Pine Creek 66A, IRI",630,25.6,8,40.7,0,0,315,325,155,165
4619071,NA,NA,NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA
4619072,3,"Shoal River Indian Reserve 65A, IRI",810,20,230.8,31.8,0,0,465,340,180,180
4619075,3,"Poplar River 16, IRI",865,22.2,52.2,34.6,0,0,475,385,220,180
4619077,3,"Berens River 13, IRI",1130,22.7,46,38.6,0,0,600,515,275,240
4619079,3,"Pauingassi First Nation, IRI",270,25.8,88.8,38.5,0,0,130,140,75,60
4619082,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA
4620032,3,"Mountain (South), RM",420,52.4,0.3,45.5,39.3,39.3,100,315,175,155
4620042,3,"Swan Valley West, MU",2825,45.8,1.6,44.1,16.5,16.5,795,2035,1060,975
4620048,3,"Swan River, T",4010,45.4,560.4,41.4,22.9,22.9,1165,2860,1265,1590
4620051,3,"Minitonas-Bowsman, MU",1655,46.3,1.4,42.4,16.7,16.7,470,1185,590,585
4620055,3,"Mountain (North), RM",560,49.3,0.6,41.7,34.8,34.8,155,400,220,205
4620066,3,"Division No. 20, Unorganized, South Part, NO",80,63,0,32.3,x,x,10,70,35,40
4620069,3,"Division No. 20, Unorganized, North Part, NO",65,48.5,0,NA,x,x,10,50,30,35
4621025,3,"Grand Rapids, T",270,30.3,3.1,31.2,20.8,20.8,115,155,75,90
4621027,3,"Grand Rapids 33, IRI",865,22.2,49.2,38.2,0,0,470,390,210,205
4621029,3,"Chemawawin 2, IRI",1250,19.4,465,40.7,0,0,765,490,230,250
4621033,3,"Opaskwayak Cree Nation 21A, IRI",210,33.5,30.3,35.8,x,x,85,130,75,60
4621034,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA,NA,NA
4621035,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA
4621040,3,"Opaskwayak Cree Nation 21I, IRI",295,39,155,44.4,0,0,115,180,90,80
4621043,3,"Opaskwayak Cree Nation 21E, IRI",2470,23.7,94.2,40.5,0,0,1285,1175,565,620
4621045,3,"The Pas, T",5370,36,108.4,41.7,15.8,15.8,1870,3500,1600,1890
4621052,3,"Kelsey, RM",2425,38.4,2.8,41.8,15.1,15.1,880,1540,800,740
4621058,3,"Moose Lake 31A, IRI",1125,19.4,334.9,36.4,0,0,680,445,235,215
4621064,3,"Flin Flon (Part), CY",4985,42.7,359.2,42.3,12.7,12.7,1410,3570,1815,1745
4621071,3,"Snow Lake, T",900,47.4,0.7,40.5,8.4,8.4,235,655,355,315
4621078,3,"Division No. 21, Unorganized, NO",1765,51.9,0,38.4,12.9,12.9,480,1270,665,620
4622017,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4622026,3,"Thompson, CY",13680,30.8,657.8,42.4,13.8,13.8,5440,8235,4215,4025
4622046,3,"Division No. 22, Unorganized, NO",2540,32.1,0,40.4,35.6,35.6,1060,1485,740,745
4622048,3,"Garden Hill First Nation, IRI",2590,20.2,30.8,36.9,0,0,1515,1075,545,535
4622049,3,"God's Lake 23, IRI",985,24,20.9,35,0,0,510,475,265,205
4622050,3,"Oxford House 24, IRI",1950,21.9,38.2,37.9,0,0,1080,875,450,420
4622051,3,"Cross Lake 19, IRI",1605,24.5,66.8,43,0,0,815,775,405,385
4622052,3,"Cross Lake 19A, IRI",1925,21.2,295.6,40.7,0,0,1100,820,400,420
4622055,3,"God's River 86A, IRI",645,19.6,160.2,32.5,0,0,390,255,135,120
4622056,3,"Red Sucker Lake 1976, IRI",675,20.7,525.5,35,0,0,380,300,160,135
4622058,3,"Norway House 17, IRI",4925,23.8,62.8,40.5,0,0,2570,2355,1130,1210
4622059,3,"Nelson House 170, IRI",2545,22,124.1,38.3,0,0,1420,1130,565,575
4622063,3,"Split Lake (Part) 171, IRI",2045,20.1,14.5,35.8,0,0,1185,850,445,410
4622064,3,"Ilford, S-É",105,32.5,6.8,40.5,x,x,45,65,25,30
4622065,3,"York Landing, IRI",440,23,39.6,33.8,0,0,230,195,100,105
4622067,3,"Cross Lake 19E, IRI",845,21.8,89.6,43.4,0,0,475,370,180,170
4622800,3,"Wasagamack, IRI",1405,20.7,17.3,45,0,0,795,605,305,300
4622801,3,"St. Theresa Point, IRI",3260,20.4,21.2,39.1,0,0,1895,1375,695,675
4622802,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4623022,3,"Gillam, T",1265,30.1,0.6,45,5.1,5.1,530,725,385,350
4623025,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4623027,3,"Fox Lake 2, IRI",160,24.3,220.2,37.8,x,x,85,70,35,30
4623034,3,"Leaf Rapids, T",580,26.5,0.5,41,43.5,43.5,290,295,145,140
4623037,3,"South Indian Lake, S-É",980,22.5,105.5,38.1,0,0,540,440,230,205
4623039,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA
4623047,3,"Lynn Lake, T",495,33.4,0.5,38.3,33.3,33.3,185,320,165,155
4623056,3,"Churchill, T",900,35.8,16.7,39.5,16.5,16.5,305,600,310,295
4623058,3,"Churchill 1, IRI",325,29,159.7,31.4,0,0,145,190,105,80
4623060,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4623062,3,"Division No. 23, Unorganized, NO",405,23.3,0,38.7,51.2,51.2,215,190,95,95
4623064,3,"Pukatawagan 198, IRI",1725,21,94.2,37.6,0,0,1.00E+03,735,355,360
4623065,3,"Brochet 197, IRI",380,21.9,8.9,28,0,0,220,170,95,75
4623067,3,"Lac Brochet 197A, IRI",730,26.1,146,34.6,0,0,355,365,195,185
4623071,3,"Shamattawa 1, IRI",1020,19.7,47.2,39.2,0,0,605,405,205,195
4623800,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4701001,3,"Argyle No. 1, RM",290,37.8,0.5,46.9,8.6,8.6,105,180,110,90
4701002,3,"Gainsborough, VL",255,45.7,290.6,39.9,x,x,80,175,95,80
4701004,3,"Carievale, VL",240,33.8,273.6,43.7,x,x,85,160,70,80
4701006,3,"Mount Pleasant No. 2, RM",415,39.5,0.5,42.8,13.4,13.4,155,265,140,110
4701008,3,"Carnduff, T",1095,39.5,407.1,41.6,5.9,5.9,355,735,355,395
4701011,3,"Enniskillen No. 3, RM",460,44.3,0.5,44.8,13,13,140,320,165,150
4701012,3,"Glen Ewen, VL",155,38.3,55.6,42.8,x,x,40,125,55,45
4701014,3,"Oxbow, T",1330,36.1,412.6,42.3,5.4,5.4,470,850,445,420
4701016,3,"Coalfields No. 4, RM",370,42.7,0.4,44.6,9.5,9.5,95,255,140,120
4701017,3,"Frobisher, VL",160,37.2,118.5,38.5,x,x,50,100,65,50
4701018,3,"North Portal, VL",115,43.5,46.2,48.5,x,x,20,85,45,50
4701019,3,"Roche Percée, VL",110,38.3,38.9,47.4,x,x,35,85,40,30
4701021,3,"Bienfait, T",760,35.7,246.6,43.7,3.3,3.3,240,520,290,220
4701022,3,"Estevan No. 5, RM",1370,39.4,1.8,44,5.1,5.1,450,925,480,435
4701024,3,"Estevan, CY",11480,36.5,609.3,42.5,7,7,3620,7855,3950,3910
4701027,3,"Benson No. 35, RM",475,41.7,0.6,40.3,8.5,8.5,155,320,170,145
4701031,3,"Browning No. 34, RM",375,39.4,0.5,46,10.7,10.7,120,250,145,110
4701032,3,"Lampman, T",675,38.6,301.2,43.4,6.9,6.9,210,465,225,245
4701036,3,"Moose Creek No. 33, RM",375,39.5,0.5,45.4,7.9,7.9,130,255,130,125
4701037,3,"Alameda, T",370,38.9,144.5,44.6,8.1,8.1,120,255,130,110
4701039,3,"Reciprocity No. 32, RM",345,41.6,0.5,46.1,13,13,110,225,125,100
4701041,3,"Alida, VL",120,49,327.2,46.5,x,x,25,95,50,30
4701043,3,"Storthoaks No. 31, RM",290,40.6,0.5,45.4,10.3,10.3,100,190,105,90
4701044,3,"Storthoaks, VL",110,32.3,221,38.2,x,x,40,65,30,30
4701047,3,"Antler No. 61, RM",520,44.2,0.6,41.2,8.6,8.6,160,375,185,175
4701049,3,"Redvers, T",1040,37.7,351.7,42.8,8.5,8.5,325,705,340,370
4701053,3,"Moose Mountain No. 63, RM",490,40.2,0.7,46,12.2,12.2,155,330,180,160
4701054,3,"Manor, VL",295,36.1,105.7,42.9,18.6,18.6,105,185,105,95
4701056,3,"Carlyle, T",1510,35.1,271.4,41.8,8.5,8.5,510,1.00E+03,495,510
4701058,3,"Brock No. 64, RM",265,42.8,0.3,45.3,11.3,11.3,75,190,105,90
4701059,3,"Arcola, T",655,35,193.9,42.1,7.6,7.6,225,440,215,210
4701061,3,"Kisbey, VL",155,48.4,55.1,44.3,x,x,25,130,65,50
4701063,3,"Tecumseh No. 65, RM",270,46.2,0.3,42.3,9.3,9.3,75,190,110,100
4701064,3,"Forget, VL",55,38.5,39.7,49.5,x,x,25,35,30,25
4701066,3,"Stoughton, T",645,47.8,173.4,43.2,15.3,15.3,160,495,230,260
4701067,3,"Heward, VL",45,33,44.5,NA,x,x,20,35,5,10
4701069,3,"Golden West No. 95, RM",290,50.2,0.4,44.6,12.1,12.1,75,215,120,90
4701072,3,"Hazelwood No. 94, RM",230,51.1,0.3,41.1,x,x,50,170,85,85
4701076,3,"Wawken No. 93, RM",570,54.9,0.7,38.8,7.9,7.9,115,455,245,220
4701077,3,"Kennedy, VL",215,41.5,138.6,40.7,x,x,60,155,80,70
4701078,3,"Wawota, T",545,49.8,437.3,41.9,15.7,15.7,140,415,185,220
4701079,3,"Kenosee Lake, VL",235,47.5,662.9,41.2,x,x,55,185,100,80
4701091,3,"Walpole No. 92, RM",325,41.2,0.4,46.9,26.2,26.2,105,210,120,110
4701094,3,"Maryfield No. 91, RM",320,42.8,0.4,45,13.8,13.8,105,215,115,110
4701096,3,"Maryfield, VL",345,40.2,129.5,33.7,13.6,13.6,105,235,120,120
4701098,3,"Fairlight, VL",40,51.3,14.8,NA,x,x,10,25,15,20
4701808,3,"White Bear 70, IRI",690,33.3,7.1,39.3,0,0,295,400,205,190
4701809,3,"Ocean Man 69, IRI",190,21.5,9.8,31.7,x,x,100,80,50,35
4701810,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4701812,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4701813,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4701814,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4701815,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
4701816,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA
4701817,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA
4701818,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA
4701819,3,"Pheasant Rump Nakota 68, IRI",55,27.5,0.7,0,x,x,30,15,20,15
4702001,3,"Cambria No. 6, RM",310,38.2,0.4,45.2,11.3,11.3,110,210,100,90
4702002,3,"Torquay, VL",255,30.7,188.4,42.6,15.7,15.7,100,145,75,70
4702006,3,"Souris Valley No. 7, RM",250,47.9,0.3,41.1,x,x,60,185,95,100
4702008,3,"Tribune, VL",45,45.8,27.9,NA,x,x,10,30,20,15
4702011,3,"Lake Alma No. 8, RM",245,46.2,0.3,45.2,x,x,70,175,95,85
4702012,NA,NA,NA,NA,64.4,NA,NA,NA,NA,NA,NA,NA
4702014,3,"Surprise Valley No. 9, RM",220,41.2,0.3,44.9,x,x,70,150,80,75
4702016,3,"Minton, VL",50,50.5,185.1,50.4,x,x,20,35,20,10
4702018,3,"Happy Valley No. 10, RM",140,44.5,0.2,45,x,x,40,100,65,45
4702023,3,"Bengough, T",330,57,309.8,40.6,18.2,18.2,60,280,130,145
4702024,3,"Bengough No. 40, RM",280,53.9,0.3,46.6,11.5,11.5,65,225,110,115
4702026,3,"The Gap No. 39, RM",195,49.2,0.2,41.9,x,x,50,145,75,60
4702028,3,"Ceylon, VL",110,43.3,148.5,39.3,x,x,30,85,35,35
4702029,3,"Laurier No. 38, RM",300,38,0.4,44.7,6.8,6.8,110,190,105,90
4702031,3,"Radville, T",805,41.9,347.4,43.7,10.3,10.3,245,570,275,295
4702033,3,"Lomond No. 37, RM",295,43.4,0.4,46.8,11.9,11.9,95,220,110,90
4702036,NA,NA,NA,NA,50.5,NA,NA,NA,NA,NA,NA,NA
4702037,3,"Cymri No. 36, RM",550,38.5,0.7,45.8,8.2,8.2,180,365,195,185
4702038,3,"Halbrite, VL",120,38,99.3,46.1,x,x,40,75,45,40
4702039,3,"Midale, T",600,33.9,384.9,44.9,12.8,12.8,215,400,200,185
4702041,3,"Macoun, VL",270,32.5,159.7,45.2,7.5,7.5,100,170,80,90
4702042,3,"Griffin No. 66, RM",440,36.6,0.5,43.7,13.8,13.8,160,280,155,125
4702044,3,"Weyburn No. 67, RM",1065,36.5,1.3,43.2,5.6,5.6,365,705,355,335
